Item name,Price,Quantity,Category,Image 1,Item id
Tetley Tea Bags 240g,6.79,23,Coffee • Tea,https://images.sumup.com/img_25F8AC222BAE5B6D03247DEF61,550e8400-e29b-41d4-a716-446655400169
Yorkshire Tea Bags 80g,2.99,49,Coffee • Tea,https://images.sumup.com/img_0B1EC776E778DBFF5C2EE138C6,550e8400-e29b-41d4-a716-446655400170
Yorkshire Tea Bags 160g,4.99,22,Coffee • Tea,https://images.sumup.com/img_0B1EC776E778DBFF5C2EE138C6,550e8400-e29b-41d4-a716-446655400171
Yorkshire Tea Bags 240g,6.99,14,Coffee • Tea,https://images.sumup.com/img_0B1EC776E778DBFF5C2EE138C6,550e8400-e29b-41d4-a716-446655400172
Twinings English Breakfast 80g,3.49,21,Coffee • Tea,https://images.sumup.com/img_7D89C0A7A4260BA8D6A5F8CED5,550e8400-e29b-41d4-a716-446655400173
Twinings English Breakfast 200g,6.99,18,Coffee • Tea,https://images.sumup.com/img_7D89C0A7A4260BA8D6A5F8CED5,550e8400-e29b-41d4-a716-446655400174
Kellogg's Corn Flakes 500g,3.29,2,Breakfast Cereals,https://images.sumup.com/img_6C10DF2DDFF5D376720DA23A0F,550e8400-e29b-41d4-a716-446655400175
Kellogg's Corn Flakes 750g,4.49,15,Breakfast Cereals,https://images.sumup.com/img_6C10DF2DDFF5D376720DA23A0F,550e8400-e29b-41d4-a716-446655400176
Kellogg's Coco Pops 480g,3.49,41,Breakfast Cereals,https://images.sumup.com/img_8E8BFC5EDC47E21050C8699F65,550e8400-e29b-41d4-a716-446655400177
Kellogg's Coco Pops 720g,4.99,40,Breakfast Cereals,https://images.sumup.com/img_8E8BFC5EDC47E21050C8699F65,550e8400-e29b-41d4-a716-446655400178
Kellogg's Frosties 500g,3.49,31,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400179
Kellogg's Frosties 750g,4.99,0,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400180
Kellogg's Special K 500g,3.99,20,Breakfast Cereals,https://images.sumup.com/img_1A0CCD87CBF4BD4D0E8293FCA2,550e8400-e29b-41d4-a716-446655400181
Kellogg's Special K 550g,4.99,22,Breakfast Cereals,https://images.sumup.com/img_1A0CCD87CBF4BD4D0E8293FCA2,550e8400-e29b-41d4-a716-446655400182
Nestle Cheerios 375g,2.99,4,Breakfast Cereals,https://images.sumup.com/img_607482BCEFA2F2C8DE56FBA530,550e8400-e29b-41d4-a716-446655400183
Nestle Cheerios 600g,4.49,30,Breakfast Cereals,https://images.sumup.com/img_607482BCEFA2F2C8DE56FBA530,550e8400-e29b-41d4-a716-446655400184
Nestle Shreddies 415g,2.99,10,Breakfast Cereals,https://images.sumup.com/img_FCB07F9C5F5D59A88DEB7CC8C2,550e8400-e29b-41d4-a716-446655400185
Nestle Shreddies 675g,4.49,11,Breakfast Cereals,https://images.sumup.com/img_FCB07F9C5F5D59A88DEB7CC8C2,550e8400-e29b-41d4-a716-446655400186
Weetabix Original 24g,2.49,1,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400187
Weetabix Original 48g,3.99,50,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400188
Weetabix Original 72g,5.49,4,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400189
Quaker Oats So Simple 324g,2.99,30,Breakfast Cereals,https://images.sumup.com/img_19FCF432A533546959EEE3D156,550e8400-e29b-41d4-a716-446655400190
Quaker Oats So Simple 432g,3.99,22,Breakfast Cereals,https://images.sumup.com/img_19FCF432A533546959EEE3D156,550e8400-e29b-41d4-a716-446655400191
McVitie's Digestives 300g,1.49,47,Biscuits • Cookies,https://images.sumup.com/img_6732DFC1E3C6604F6B5F0B5E0A,550e8400-e29b-41d4-a716-446655400192
McVitie's Digestives 400g,1.99,40,Biscuits • Cookies,https://images.sumup.com/img_6732DFC1E3C6604F6B5F0B5E0A,550e8400-e29b-41d4-a716-446655400193
McVitie's Digestives 500g,2.49,47,Biscuits • Cookies,https://images.sumup.com/img_6732DFC1E3C6604F6B5F0B5E0A,550e8400-e29b-41d4-a716-446655400194
McVitie's Chocolate Digestives 266g,1.79,47,Biscuits • Cookies,https://images.sumup.com/img_A3A9FD7F803619C2423B693F5A,550e8400-e29b-41d4-a716-446655400195
McVitie's Chocolate Digestives 433g,2.79,31,Biscuits • Cookies,https://images.sumup.com/img_A3A9FD7F803619C2423B693F5A,550e8400-e29b-41d4-a716-446655400196
McVitie's Hobnobs 300g,1.49,5,Biscuits • Cookies,https://images.sumup.com/img_DB6AD1B1D00280C564593F051D,550e8400-e29b-41d4-a716-446655400197
McVitie's Hobnobs 500g,2.49,14,Biscuits • Cookies,https://images.sumup.com/img_DB6AD1B1D00280C564593F051D,550e8400-e29b-41d4-a716-446655400198
Oreo Original 154g,1.29,35,Biscuits • Cookies,https://images.sumup.com/img_A53A7835344E7BE30A6B9D7AB6,550e8400-e29b-41d4-a716-446655400199
Oreo Original 220g,1.79,41,Biscuits • Cookies,https://images.sumup.com/img_A53A7835344E7BE30A6B9D7AB6,550e8400-e29b-41d4-a716-446655400200
Oreo Original 330g,2.79,45,Biscuits • Cookies,https://images.sumup.com/img_A53A7835344E7BE30A6B9D7AB6,550e8400-e29b-41d4-a716-446655400201
Jaffa Cakes 110g,0.99,12,Biscuits • Cookies,https://images.sumup.com/img_08D63C8C5D8159181CB34C39B4,550e8400-e29b-41d4-a716-446655400202
Jaffa Cakes 122g,1.19,39,Biscuits • Cookies,https://images.sumup.com/img_08D63C8C5D8159181CB34C39B4,550e8400-e29b-41d4-a716-446655400203
Jaffa Cakes 300g,2.49,31,Biscuits • Cookies,https://images.sumup.com/img_08D63C8C5D8159181CB34C39B4,550e8400-e29b-41d4-a716-446655400204
Maryland Cookies 145g,1.29,35,Biscuits • Cookies,https://images.sumup.com/img_B0314119E5C49FEF05104340CE,550e8400-e29b-41d4-a716-446655400205
Maryland Cookies 200g,1.79,14,Biscuits • Cookies,https://images.sumup.com/img_B0314119E5C49FEF05104340CE,550e8400-e29b-41d4-a716-446655400206
Fox's Golden Crunch 200g,1.49,19,Biscuits • Cookies,https://images.sumup.com/img_9B1CBAEDFF60F8038F700BC511,550e8400-e29b-41d4-a716-446655400207
Jammie Dodgers 140g,1.29,29,Biscuits • Cookies,https://images.sumup.com/img_79B1634D55050DC91C67FEB979,550e8400-e29b-41d4-a716-446655400208
Warburtons Medium Sliced Bread 400g,0.99,20,Bakery • Bread,https://images.sumup.com/img_52234283CCF9D568634DB39C6B,550e8400-e29b-41d4-a716-446655400209
Warburtons Medium Sliced Bread 800g,1.29,32,Bakery • Bread,https://images.sumup.com/img_52234283CCF9D568634DB39C6B,550e8400-e29b-41d4-a716-446655400210
Warburtons Toastie Bread 800g,1.39,8,Bakery • Bread,https://images.sumup.com/img_02C50F49E0447536FE37AFC4FA,550e8400-e29b-41d4-a716-446655400211
Hovis Wholemeal Bread 800g,1.39,43,Bakery • Bread,https://images.sumup.com/img_D34D59139B499929BC8B0A6B06,550e8400-e29b-41d4-a716-446655400212
Hovis Soft White Bread 800g,1.29,18,Bakery • Bread,https://images.sumup.com/img_092DFDDE92B7FBD63AB17AB447,550e8400-e29b-41d4-a716-446655400213
Kingsmill Soft White Bread 800g,1.19,16,Bakery • Bread,https://images.sumup.com/img_803C056616A642E09E63259432,550e8400-e29b-41d4-a716-446655400214
Kingsmill 50/50 Bread 800g,1.29,40,Bakery • Bread,https://images.sumup.com/img_5474F2568C5160DC4BFB10E864,550e8400-e29b-41d4-a716-446655400215
Warburtons Crumpets 6g,0.99,45,Bakery • Bread,https://images.sumup.com/img_EA8981F85FECBCC086587EDE2F,550e8400-e29b-41d4-a716-446655400216
Warburtons Crumpets 8g,1.29,4,Bakery • Bread,https://images.sumup.com/img_EA8981F85FECBCC086587EDE2F,550e8400-e29b-41d4-a716-446655400217
Warburtons Teacakes 6g,1.09,3,Bakery • Bread,https://images.sumup.com/img_6AF820A94FEF912E057EFDF932,550e8400-e29b-41d4-a716-446655400218
Cathedral City Mature Cheddar 200g,3.29,44,Cheese • Dairy,https://images.sumup.com/img_DBB446980A133D85CD592D1BFA,550e8400-e29b-41d4-a716-446655400219
Cathedral City Mature Cheddar 350g,4.99,6,Cheese • Dairy,https://images.sumup.com/img_DBB446980A133D85CD592D1BFA,550e8400-e29b-41d4-a716-446655400220
Cathedral City Mature Cheddar 550g,7.49,37,Cheese • Dairy,https://images.sumup.com/img_DBB446980A133D85CD592D1BFA,550e8400-e29b-41d4-a716-446655400221
Philadelphia Soft Cheese 180g,2.29,46,Cheese • Dairy,https://images.sumup.com/img_5987200AA8B7B7FD7EB166F1C6,550e8400-e29b-41d4-a716-446655400222
Philadelphia Soft Cheese 280g,3.29,15,Cheese • Dairy,https://images.sumup.com/img_5987200AA8B7B7FD7EB166F1C6,550e8400-e29b-41d4-a716-446655400223
Muller Corner Vanilla 135g,0.75,6,Cheese • Dairy,https://images.sumup.com/img_6CC0008A56AAA818347D005359,550e8400-e29b-41d4-a716-446655400224
Muller Corner Strawberry 135g,0.75,16,Cheese • Dairy,https://images.sumup.com/img_B15609531DC937F2DD85FFA870,550e8400-e29b-41d4-a716-446655400225
Muller Rice Original 190g,0.85,29,Cheese • Dairy,https://images.sumup.com/img_27A760D07B385E480AD58BDAC4,550e8400-e29b-41d4-a716-446655400226
Danone Activia Yogurt 125g,0.69,38,Cheese • Dairy,https://images.sumup.com/img_25BB17537668F2C46A66770FCC,550e8400-e29b-41d4-a716-446655400227
Yeo Valley Natural Yogurt 500g,2.49,12,Cheese • Dairy,https://images.sumup.com/img_97B0A00CB9E8F5532D355CC2D7,550e8400-e29b-41d4-a716-446655400228
Lurpak Butter 250g,3.79,42,Butter • Spreads,https://images.sumup.com/img_815C1ABE06D72062BE2277DB4C,550e8400-e29b-41d4-a716-446655400229
Lurpak Butter 500g,6.99,17,Butter • Spreads,https://images.sumup.com/img_815C1ABE06D72062BE2277DB4C,550e8400-e29b-41d4-a716-446655400230
Lurpak Spreadable 250g,3.99,14,Butter • Spreads,https://images.sumup.com/img_C677A8E5A6E89C624B03B9360D,550e8400-e29b-41d4-a716-446655400231
Lurpak Spreadable 500g,7.29,39,Butter • Spreads,https://images.sumup.com/img_C677A8E5A6E89C624B03B9360D,550e8400-e29b-41d4-a716-446655400232
Anchor Butter 250g,3.49,0,Butter • Spreads,https://images.sumup.com/img_33DA648B43EB6AC311120E5DCA,550e8400-e29b-41d4-a716-446655400233
Anchor Butter 500g,6.49,19,Butter • Spreads,https://images.sumup.com/img_33DA648B43EB6AC311120E5DCA,550e8400-e29b-41d4-a716-446655400234
Flora Original 500g,2.99,28,Butter • Spreads,https://images.sumup.com/img_59E31ED884DEF7C39490789353,550e8400-e29b-41d4-a716-446655400235
I Can't Believe It's Not Butter 500g,2.79,11,Butter • Spreads,https://images.sumup.com/img_42C965DA5F0C50DDA75F020A52,550e8400-e29b-41d4-a716-446655400236
Nutella Hazelnut Spread 350g,3.49,36,Spreads • Jams,https://images.sumup.com/img_ECCEC4894B2E6656C20EF046B1,550e8400-e29b-41d4-a716-446655400237
Nutella Hazelnut Spread 400g,3.99,23,Spreads • Jams,https://images.sumup.com/img_ECCEC4894B2E6656C20EF046B1,550e8400-e29b-41d4-a716-446655400238
Nutella Hazelnut Spread 750g,6.99,0,Spreads • Jams,https://images.sumup.com/img_ECCEC4894B2E6656C20EF046B1,550e8400-e29b-41d4-a716-446655400239
Bonne Maman Strawberry Jam 370g,2.49,0,Spreads • Jams,https://images.sumup.com/img_71D7767DC61A93152B17B3C0F8,550e8400-e29b-41d4-a716-446655400240
Hartley's Best Raspberry Jam 340g,1.99,50,Spreads • Jams,https://images.sumup.com/img_D894587A2C173DDACCD3072C1B,550e8400-e29b-41d4-a716-446655400241
Marmite Original 250g,3.49,28,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400242
Peanut Butter Smooth 340g,2.29,29,Spreads • Jams,https://images.sumup.com/img_9E41597E69B825EDE4290CBDC4,550e8400-e29b-41d4-a716-446655400243
Peanut Butter Smooth 454g,2.99,23,Spreads • Jams,https://images.sumup.com/img_9E41597E69B825EDE4290CBDC4,550e8400-e29b-41d4-a716-446655400244
Heinz Tomato Ketchup 460g,2.49,18,Condiments • Sauces,https://images.sumup.com/img_781F2DBA84E7D35E8FD4A64162,550e8400-e29b-41d4-a716-446655400245
Heinz Tomato Ketchup 910g,3.99,6,Condiments • Sauces,https://images.sumup.com/img_781F2DBA84E7D35E8FD4A64162,550e8400-e29b-41d4-a716-446655400246
Heinz Mayonnaise 400g,2.79,41,Condiments • Sauces,https://images.sumup.com/img_8A3B1217782659840F5D127A14,550e8400-e29b-41d4-a716-446655400247
Hellmann's Real Mayonnaise 400g,2.99,42,Condiments • Sauces,https://images.sumup.com/img_D90E5F3E03555F15DD39C22149,550e8400-e29b-41d4-a716-446655400248
Hellmann's Real Mayonnaise 600g,4.49,34,Condiments • Sauces,https://images.sumup.com/img_D90E5F3E03555F15DD39C22149,550e8400-e29b-41d4-a716-446655400249
HP Brown Sauce 255g,2.19,18,Condiments • Sauces,https://images.sumup.com/img_773020E0B505573DC6926E358E,550e8400-e29b-41d4-a716-446655400250
HP Brown Sauce 425g,3.19,33,Condiments • Sauces,https://images.sumup.com/img_773020E0B505573DC6926E358E,550e8400-e29b-41d4-a716-446655400251
Colman's English Mustard 100g,1.99,35,Condiments • Sauces,https://images.sumup.com/img_51B8AB34A6661E7D41C2D8E493,550e8400-e29b-41d4-a716-446655400252
French's American Mustard 226g,1.79,18,Condiments • Sauces,https://images.sumup.com/img_C9F184CB9E55A1B55CFEEBF27E,550e8400-e29b-41d4-a716-446655400253
Natco Coconut Milk 400g,1.39,29,Cooking Ingredients,https://images.sumup.com/img_F5BC9E19B7426605778A070BAB,550e8400-e29b-41d4-a716-446655400254
Blue Dragon Soy Sauce 150g,1.99,32,Cooking Ingredients,https://images.sumup.com/img_05D641C0D16FEBB9463E56A7F3,550e8400-e29b-41d4-a716-446655400255
Sharwood's Curry Paste 227g,2.49,24,Cooking Ingredients,https://images.sumup.com/img_41446D070469A96D713FBA1CB1,550e8400-e29b-41d4-a716-446655400256
Uncle Ben's Basmati Rice 500ml,2.49,32,Cooking Ingredients,https://images.sumup.com/img_4210F6553001704000B2BAA202,550e8400-e29b-41d4-a716-446655400257
Uncle Ben's Basmati Rice 1000ml,4.49,5,Cooking Ingredients,https://images.sumup.com/img_4210F6553001704000B2BAA202,550e8400-e29b-41d4-a716-446655400258
Tilda Pure Basmati Rice 500g,2.79,33,Cooking Ingredients,https://images.sumup.com/img_6BF69D8378C18AF0F0249C6B96,550e8400-e29b-41d4-a716-446655400259
Tilda Pure Basmati Rice 1kg,4.99,1,Cooking Ingredients,https://images.sumup.com/img_6BF69D8378C18AF0F0249C6B96,550e8400-e29b-41d4-a716-446655400260
Rajah Curry Powder 100g,2.19,27,Spices • Seasonings,https://images.sumup.com/img_FCBB17E3505B9A72603E42C294,550e8400-e29b-41d4-a716-446655400261
MDH Garam Masala 100g,2.89,27,Spices • Seasonings,https://images.sumup.com/img_8A66545627AA84B0753ED3E981,550e8400-e29b-41d4-a716-446655400262
Schwartz Mixed Herbs 10g,1.49,43,Spices • Seasonings,https://images.sumup.com/img_493DA3958FEDB333A957CD3412,550e8400-e29b-41d4-a716-446655400263
Schwartz Ground Cinnamon 28g,1.99,6,Spices • Seasonings,https://images.sumup.com/img_992CD3C71F823A2F4139E1C4B1,550e8400-e29b-41d4-a716-446655400264
Schwartz Paprika 30g,1.99,4,Spices • Seasonings,https://images.sumup.com/img_317A6B2A46D6CCC8840D411C83,550e8400-e29b-41d4-a716-446655400265
Haldiram's Bhujia 200g,2.79,47,Indian Snacks,https://images.sumup.com/img_E4B4F55288FA3FD78D325F696E,550e8400-e29b-41d4-a716-446655400266
Haldiram's Bhujia 400g,4.99,29,Indian Snacks,https://images.sumup.com/img_E4B4F55288FA3FD78D325F696E,550e8400-e29b-41d4-a716-446655400267
Haldiram's Aloo Bhujia 200g,2.79,3,Indian Snacks,https://images.sumup.com/img_5422237DF3AE0F7DC307622931,550e8400-e29b-41d4-a716-446655400268
Bikaji Aloo Bhujia 400g,3.99,0,Indian Snacks,https://images.sumup.com/img_26CF4F029C13DF2F2032F2DD79,550e8400-e29b-41d4-a716-446655400269
Ajmi Pappadums 200g,2.39,44,Indian Snacks,https://images.sumup.com/img_EF0F6F6816DCC31E7405F3B323,550e8400-e29b-41d4-a716-446655400270
Laila Basmati Rice 2kg,5.99,45,Rice • Grains,https://images.sumup.com/img_0FCDCEF104CFCC342A6AB2817C,550e8400-e29b-41d4-a716-446655400271
Laila Basmati Rice 5kg,12.99,19,Rice • Grains,https://images.sumup.com/img_0FCDCEF104CFCC342A6AB2817C,550e8400-e29b-41d4-a716-446655400272
Laila Basmati Rice 10kg,22.99,41,Rice • Grains,https://images.sumup.com/img_0FCDCEF104CFCC342A6AB2817C,550e8400-e29b-41d4-a716-446655400273
TRS Red Lentils 1kg,3.99,19,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400274
TRS Red Lentils 2kg,6.99,42,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400275
TRS Chana Dal 2kg,6.99,14,Rice • Grains,https://images.sumup.com/img_1E3ACEE3119894633C32B63FEB,550e8400-e29b-41d4-a716-446655400276
Andrex Classic Clean Toilet Tissue 9ml,5.49,37,Household,https://images.sumup.com/img_64386D34B1EBEBA132C4DFC983,550e8400-e29b-41d4-a716-446655400277
Andrex Classic Clean Toilet Tissue 18ml,9.99,47,Household,https://images.sumup.com/img_64386D34B1EBEBA132C4DFC983,550e8400-e29b-41d4-a716-446655400278
Andrex Gentle Clean Toilet Tissue 9ml,5.99,29,Household,https://images.sumup.com/img_EFFC136A550944AB68636C97BE,550e8400-e29b-41d4-a716-446655400279
Plenty Kitchen Roll 2g,3.29,10,Household,https://images.sumup.com/img_B3BE849BCD1883D6AD2358DD27,550e8400-e29b-41d4-a716-446655400280
Plenty Kitchen Roll 4g,5.99,13,Household,https://images.sumup.com/img_B3BE849BCD1883D6AD2358DD27,550e8400-e29b-41d4-a716-446655400281
Fairy Liquid Original 433g,2.49,6,Household,https://images.sumup.com/img_FF293CA1C97783DF625DED1878,550e8400-e29b-41d4-a716-446655400282
Fairy Liquid Original 625g,2.99,40,Household,https://images.sumup.com/img_FF293CA1C97783DF625DED1878,550e8400-e29b-41d4-a716-446655400283
Fairy Liquid Original 900g,3.99,16,Household,https://images.sumup.com/img_FF293CA1C97783DF625DED1878,550e8400-e29b-41d4-a716-446655400284
Comfort Fabric Conditioner 630g,2.99,16,Household,https://images.sumup.com/img_AC57B5EC52BF86E972DE0374A4,550e8400-e29b-41d4-a716-446655400285
Comfort Fabric Conditioner 1260ml,4.99,34,Household,https://images.sumup.com/img_AC57B5EC52BF86E972DE0374A4,550e8400-e29b-41d4-a716-446655400286
Persil Washing Powder 650g,4.29,26,Household,https://images.sumup.com/img_64B79A709EA636903D19FA6B24,550e8400-e29b-41d4-a716-446655400287
Persil Washing Powder 1300ml,7.99,1,Household,https://images.sumup.com/img_64B79A709EA636903D19FA6B24,550e8400-e29b-41d4-a716-446655400288
Dettol Antibacterial Surface Spray 500g,3.39,30,Household,https://images.sumup.com/img_6DD32EA39290D72BE8406E2ABC,550e8400-e29b-41d4-a716-446655400289
Flash All Purpose Cleaner 500ml,2.99,35,Household,https://images.sumup.com/img_FF49F6F1E30713B5FA659A04A8,550e8400-e29b-41d4-a716-446655400290
Cif Cream Cleaner 500ml,1.99,24,Household,https://images.sumup.com/img_A8D9BB8B32AA4814619951FBE9,550e8400-e29b-41d4-a716-446655400291
Red Bull Sugar Free 355g,2.29,28,Energy Drinks,https://images.sumup.com/img_DB4A364D2EEEF3C46037EEE882,550e8400-e29b-41d4-a716-446655400292
Lucozade Sport Orange 500g,1.49,35,Energy Drinks,https://images.sumup.com/img_B68001C2DB1EA5C379D7A71D88,550e8400-e29b-41d4-a716-446655400293
Tilda Pure Basmati Rice 1kg,4.99,41,Cooking Ingredients,https://images.sumup.com/img_6BF69D8378C18AF0F0249C6B96,550e8400-e29b-41d4-a716-446655400294
Kellogg's Frosties 750g,4.99,36,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400295
Muller Corner Strawberry 135g,0.75,15,Cheese • Dairy,https://images.sumup.com/img_B15609531DC937F2DD85FFA870,550e8400-e29b-41d4-a716-446655400296
Comfort Fabric Conditioner 1260ml,4.99,2,Household,https://images.sumup.com/img_AC57B5EC52BF86E972DE0374A4,550e8400-e29b-41d4-a716-446655400297
Heineken Lager 650g,2.89,6,Beers,https://images.sumup.com/img_3B90142E9D6C3BA424F85FFC40,550e8400-e29b-41d4-a716-446655400298
Tia Maria Coffee Liqueur 700g,15.99,42,Liqueurs,https://images.sumup.com/img_3C839E4C2A9A8CD557CCF67656,550e8400-e29b-41d4-a716-446655400299
Nestle Shreddies 675g,4.49,48,Breakfast Cereals,https://images.sumup.com/img_FCB07F9C5F5D59A88DEB7CC8C2,550e8400-e29b-41d4-a716-446655400300
Muller Rice Original 190g,0.85,23,Cheese • Dairy,https://images.sumup.com/img_27A760D07B385E480AD58BDAC4,550e8400-e29b-41d4-a716-446655400301
Muller Rice Original 190g,0.85,4,Cheese • Dairy,https://images.sumup.com/img_27A760D07B385E480AD58BDAC4,550e8400-e29b-41d4-a716-446655400302
HP Brown Sauce 255g,2.19,8,Condiments • Sauces,https://images.sumup.com/img_773020E0B505573DC6926E358E,550e8400-e29b-41d4-a716-446655400303
Captain Morgan Spiced Gold Rum 350g,11.99,13,Spirits,https://images.sumup.com/img_FDF42E1214194FAAB2CFDEA9A2,550e8400-e29b-41d4-a716-446655400304
Budweiser Lager 660g,2.79,40,Beers,https://images.sumup.com/img_BC0787B9CBB166DBF2DD1E2D98,550e8400-e29b-41d4-a716-446655400305
Lurpak Butter 250g,3.79,7,Butter • Spreads,https://images.sumup.com/img_815C1ABE06D72062BE2277DB4C,550e8400-e29b-41d4-a716-446655400306
Hartley's Best Raspberry Jam 340g,1.99,32,Spreads • Jams,https://images.sumup.com/img_D894587A2C173DDACCD3072C1B,550e8400-e29b-41d4-a716-446655400307
Bonne Maman Strawberry Jam 370g,2.49,18,Spreads • Jams,https://images.sumup.com/img_71D7767DC61A93152B17B3C0F8,550e8400-e29b-41d4-a716-446655400308
Glenfiddich 12 Year Old 700g,34.99,19,Spirits,https://images.sumup.com/img_607E82DA02C35C0CAD04828DD8,550e8400-e29b-41d4-a716-446655400309
Colman's English Mustard 100g,1.99,35,Condiments • Sauces,https://images.sumup.com/img_51B8AB34A6661E7D41C2D8E493,550e8400-e29b-41d4-a716-446655400310
Haribo Tangfastics 400g,2.99,27,Chocolate • Sweets • Treats,https://images.sumup.com/img_A0324922DD136800C8FCFD01DA,550e8400-e29b-41d4-a716-446655400311
Guinness Draught 500g,2.59,39,Beers,https://images.sumup.com/img_53DE3D8517C777EA4AB2A1DF63,550e8400-e29b-41d4-a716-446655400312
Blue Dragon Soy Sauce 150g,1.99,43,Cooking Ingredients,https://images.sumup.com/img_05D641C0D16FEBB9463E56A7F3,550e8400-e29b-41d4-a716-446655400313
Guinness Draught 440g,2.19,25,Beers,https://images.sumup.com/img_53DE3D8517C777EA4AB2A1DF63,550e8400-e29b-41d4-a716-446655400314
San Miguel Lager 660g,3.29,17,Beers,https://images.sumup.com/img_583218DA16DFBB8C9E902ACF54,550e8400-e29b-41d4-a716-446655400315
Lucozade Energy Original 380g,1.39,28,Energy Drinks,https://images.sumup.com/img_E81F410AB2A0C5E24E3DD2F6A5,550e8400-e29b-41d4-a716-446655400316
Uncle Ben's Basmati Rice 1000ml,4.49,7,Cooking Ingredients,https://images.sumup.com/img_4210F6553001704000B2BAA202,550e8400-e29b-41d4-a716-446655400317
Kellogg's Corn Flakes 750g,4.49,17,Breakfast Cereals,https://images.sumup.com/img_6C10DF2DDFF5D376720DA23A0F,550e8400-e29b-41d4-a716-446655400318
Marmite Original 250g,3.49,38,Spreads • Jams,https://images.sumup.com/img_4906971367292F54D6FE7134C4,550e8400-e29b-41d4-a716-446655400319
Jammie Dodgers 140g,1.29,9,Biscuits • Cookies,https://images.sumup.com/img_79B1634D55050DC91C67FEB979,550e8400-e29b-41d4-a716-446655400320
French's American Mustard 226g,1.79,7,Condiments • Sauces,https://images.sumup.com/img_C9F184CB9E55A1B55CFEEBF27E,550e8400-e29b-41d4-a716-446655400321
Relentless Origin 500g,1.79,16,Energy Drinks,https://images.sumup.com/img_E9B658A3EF56C7217B34B78936,550e8400-e29b-41d4-a716-446655400322
French's American Mustard 226g,1.79,13,Condiments • Sauces,https://images.sumup.com/img_C9F184CB9E55A1B55CFEEBF27E,550e8400-e29b-41d4-a716-446655400323
Nescafe Original 100g,4.99,50,Coffee • Tea,https://images.sumup.com/img_BAD294475EC2C34EF6D96DEC5B,550e8400-e29b-41d4-a716-446655400324
Muller Rice Original 190g,0.85,17,Cheese • Dairy,https://images.sumup.com/img_27A760D07B385E480AD58BDAC4,550e8400-e29b-41d4-a716-446655400325
Kellogg's Frosties 750g,4.99,21,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400326
M&M's Peanut 45g,0.99,28,Chocolate • Sweets • Treats,https://images.sumup.com/img_F159C316534B3BFE38D2875A23,550e8400-e29b-41d4-a716-446655400327
Lucozade Energy Original 380g,1.39,27,Energy Drinks,https://images.sumup.com/img_E81F410AB2A0C5E24E3DD2F6A5,550e8400-e29b-41d4-a716-446655400328
Warburtons Teacakes 6g,1.09,48,Bakery • Bread,https://images.sumup.com/img_6AF820A94FEF912E057EFDF932,550e8400-e29b-41d4-a716-446655400329
Peanut Butter Smooth 454g,2.99,9,Spreads • Jams,https://images.sumup.com/img_9E41597E69B825EDE4290CBDC4,550e8400-e29b-41d4-a716-446655400330
Jagermeister 700g,21.99,32,Liqueurs,https://images.sumup.com/img_1D07836EBC513904D6A17DC6C7,550e8400-e29b-41d4-a716-446655400331
TRS Red Lentils 1kg,3.99,42,Rice • Grains,https://images.sumup.com/img_83F86D31A33B0DF479B4242100,550e8400-e29b-41d4-a716-446655400332
Kellogg's Frosties 500g,3.49,44,Breakfast Cereals,https://images.sumup.com/img_3A31664FD377AFE8CCB660454C,550e8400-e29b-41d4-a716-446655400333
Weetabix Original 24g,2.49,37,Breakfast Cereals,https://images.sumup.com/img_829C916EEE1CA1C093E2AD07EF,550e8400-e29b-41d4-a716-446655400334
Rockstar Energy 500g,1.69,12,Energy Drinks,https://images.sumup.com/img_76D4C2CBE3AEB8B530C03C2DE3,550e8400-e29b-41d4-a716-446655400335
Schwartz Ground Cinnamon 28g,1.99,6,Spices • Seasonings,https://images.sumup.com/img_992CD3C71F823A2F4139E1C4B1,550e8400-e29b-41d4-a716-446655400336
Doritos Tangy Cheese 180g,2.49,39,Crisps • Snacks,https://images.sumup.com/img_5963EBD6242D07C55716FBB8CF,550e8400-e29b-41d4-a716-446655400337
Twinings English Breakfast 80g,3.49,2,Coffee • Tea,https://images.sumup.com/img_7D89C0A7A4260BA8D6A5F8CED5,550e8400-e29b-41d4-a716-446655400338
